b,Etr,Er1,Er2,Etrp,Er1p,Er2p
1.43471125850879,3407.22091909714,2182.27827807496,2769.97185747884,3407.20841722273,2182.37156776591,2769.83254120401
1.42473389735541,5457.39944206001,2115.38129016223,278.135447155805,5457.07013595277,2115.7532596644,278.034054509081
0.319150070270517,5056.98535689236,2161.23496371676,1793.14481117387,5495.91401584415,74.0272944609517,3441.33204894502
0.959106599307462,3371.30880830397,2261.21221112003,1353.2230191469,3123.31953308658,2268.99705240203,1593.34654209257
0.0597569412576359,1434.28146092673,267.354279947854,970.24913928272,2226.56156664514,349.028152916139,96.1945301074228
1.30281168555551,4964.17336697416,1891.19883308516,1717.41428191336,4961.72588395415,1895.58156515051,1715.41426665383
0.0938891268095173,4999.12132235728,711.633694143722,1820.32592828038,4311.53638131719,1985.28670768679,1234.15994255334
1.30024363823756,3546.64233120381,1565.70126888708,1236.60114207384,3550.18444188776,1568.70096056511,1229.99594052378
0.547742451508585,2153.88304379812,1539.3564732191,2405.03803069909,1078.78147262095,1937.40514672937,3081.99835377958
0.464530682352434,1941.93538045785,2156.87419404539,2061.71572771395,3332.99783245876,1801.51942472198,1025.91469594433
0.570254032709535,3838.74144204557,272.330347993837,694.589469873602,3808.90204259158,315.11702186276,681.552077927172
1.1368983341478,3053.0028159271,880.179212480882,2442.24396705923,3052.51876471575,881.964839892351,2440.87158464716
0.128687909071671,2190.53754074854,1219.89200537262,1393.05060976442,1306.25548212168,1728.98519168428,1768.14033385038
1.00428885215986,5902.42525970463,441.924743376972,100.230745460013,5817.0150103832,475.677502947263,151.811627195002
0.465129094746962,5981.07038215518,814.516123997075,615.457812150343,2326.46961448447,4253.67038605471,830.812783824202
0.583528602528092,5129.20498378265,2041.45305796248,1401.8342035043,5439.98243295788,2608.83330381925,523.584831752795
0.796520292084247,3377.87903123916,1152.61888901737,2253.75269125644,3403.06542886722,1431.10758455669,1949.99332452494
0.490200075903046,3375.86016069663,2739.20676431876,1301.90879492631,4876.61983097859,1059.22748783973,1481.03201221648
0.213733894826097,915.963864392343,2621.16063399202,929.130602624054,916.115595756229,2474.15253741327,1075.89000931578
0.119096696997963,1202.9725533323,272.898156521139,2263.53411586596,1717.36442647177,771.100599875984,1250.84141168224
0.752639862528266,3590.80090032647,2584.19978501074,1102.75828328177,3535.75639744585,2793.65789783333,948.26032044775
1.35799811851675,1022.61366848761,1063.8640793068,2073.98298429488,1022.66519546197,1063.83325023322,2073.90145187578
0.880549650680252,3140.0204679275,2102.30300796726,2588.94327697303,3574.32421280177,1246.71131422089,3010.15131585165
0.487898310663449,5449.60202703344,1910.53093230633,2807.11911372554,3090.13692763685,3825.96017652373,3251.0648101347
0.206703660571225,3361.72942135148,2053.13334524784,863.619467605197,2169.28752846203,821.359783294214,3287.73623032361
0.709943783498767,2243.52444571265,1346.26078708447,2136.84209175076,2416.92645773154,767.440245880883,2542.17095068758
0.905807071658148,2243.74210789279,2021.79341180609,645.286229301499,2056.72623486882,1748.60905813799,1105.40678464245
1.15388061850689,3327.21117386674,2187.34800498389,1682.34190145476,3339.79012178024,2191.58674919147,1665.45333686894
1.20515147157004,727.218103897573,1536.63321487081,1342.04076924715,726.108179521728,1496.89477064777,1382.82084665961
1.18754956118198,4701.12269880439,2443.43702390912,1776.17732140803,4661.33002508512,2464.19236949481,1795.14423092223
0.867023914526216,5765.59589820427,974.210952666163,126.735209048517,5952.6441559771,381.376405553356,532.439218657319
1.07242280894245,3566.4367681766,534.252441744719,2669.44156778784,3730.73538901521,417.813541634719,2621.50902738574
1.30366136557604,2498.87606578132,2624.5425581034,1094.14660367387,2497.42692476862,2623.9481330125,1096.12536485702
0.395416757294548,907.829497224231,2155.110926077,1502.54420388845,833.988933659181,2209.42460171734,1521.97582697008
