# Time-averaged data for fix 1
# TimeStep v_sim_time v_T_trans v_T_rot
725 7.25e-10 2216.26 2130.01
726 7.26e-10 2217.13 2128.94
727 7.27e-10 2217.39 2131.14
728 7.28e-10 2218.95 2128.18
729 7.29e-10 2217.42 2127.75
730 7.3e-10 2217.1 2129.2
731 7.31e-10 2217.39 2127.03
732 7.32e-10 2218.4 2125.16
733 7.33e-10 2219.14 2124.71
734 7.34e-10 2217.99 2125.97
735 7.35e-10 2216.47 2128.31
736 7.36e-10 2215.92 2129.52
737 7.37e-10 2214 2130.24
738 7.38e-10 2215.24 2132.31
739 7.39e-10 2215.69 2132.83
740 7.4e-10 2215.09 2134.53
741 7.41e-10 2215.23 2132.78
742 7.42e-10 2214.85 2133.46
743 7.43e-10 2214.56 2134.63
744 7.44e-10 2214.05 2135.75
745 7.45e-10 2215.06 2136.56
746 7.46e-10 2216.49 2133.81
747 7.47e-10 2214.51 2134.56
748 7.48e-10 2213.88 2136.35
749 7.49e-10 2215.24 2133.98
750 7.5e-10 2214.56 2133.29
751 7.51e-10 2214.89 2133.17
752 7.52e-10 2214.85 2133.77
753 7.53e-10 2215.03 2135.44
754 7.54e-10 2215.05 2134.76
755 7.55e-10 2214.9 2136.04
756 7.56e-10 2215.36 2134.43
757 7.57e-10 2216.09 2133.92
758 7.58e-10 2214.14 2133.76
759 7.59e-10 2215.16 2131.72
760 7.6e-10 2213.47 2131.67
761 7.61e-10 2215.65 2128.6
762 7.62e-10 2216.83 2126.19
763 7.63e-10 2215.96 2129.86
764 7.64e-10 2215.53 2132.7
765 7.65e-10 2214.38 2134.1
766 7.66e-10 2212.96 2134.27
767 7.67e-10 2213.98 2132.72
768 7.68e-10 2213.11 2135.96
769 7.69e-10 2212.69 2136.04
770 7.7e-10 2213.71 2135.4
771 7.71e-10 2212.81 2135.55
772 7.72e-10 2213.21 2137.93
773 7.73e-10 2212.48 2138.55
774 7.74e-10 2211.41 2139.99
775 7.75e-10 2209.99 2140.51
776 7.76e-10 2208.86 2144.36
777 7.77e-10 2208.71 2143.48
778 7.78e-10 2208.52 2142.84
779 7.79e-10 2207.23 2143.18
780 7.8e-10 2207.85 2143.18
781 7.81e-10 2209.18 2141.51
782 7.82e-10 2206.81 2142.75
783 7.83e-10 2209.63 2143.23
784 7.84e-10 2209.54 2141.56
785 7.85e-10 2207.69 2140.29
786 7.86e-10 2208.61 2140.53
787 7.87e-10 2211.23 2141.03
788 7.88e-10 2209.45 2142.43
789 7.89e-10 2209.32 2143.45
790 7.9e-10 2211.25 2142.18
791 7.91e-10 2209.38 2142.64
792 7.92e-10 2208.81 2143.3
793 7.93e-10 2208.25 2141.85
794 7.94e-10 2208.27 2142.17
795 7.95e-10 2208.93 2141.58
796 7.96e-10 2209.4 2139.64
797 7.97e-10 2209.23 2138.62
798 7.98e-10 2208.85 2138.81
799 7.99e-10 2211.37 2138.59
800 8e-10 2210.27 2140.84
801 8.01e-10 2210.26 2140.02
802 8.02e-10 2211.25 2139.16
803 8.03e-10 2211.91 2136.17
804 8.04e-10 2210.97 2140.73
805 8.05e-10 2211.63 2141.2
806 8.06e-10 2209.99 2141.61
807 8.07e-10 2208.57 2143.82
808 8.08e-10 2206.8 2143.35
809 8.09e-10 2208.24 2144.21
810 8.1e-10 2207.52 2142.74
811 8.11e-10 2207.96 2144.21
812 8.12e-10 2207.58 2144.08
813 8.13e-10 2208.03 2145.47
814 8.14e-10 2208.8 2143.58
815 8.15e-10 2209.4 2145.33
816 8.16e-10 2208.92 2147.59
817 8.17e-10 2209.7 2150.23
818 8.18e-10 2207.2 2149.44
819 8.19e-10 2206.5 2149.03
820 8.2e-10 2207.78 2148.07
821 8.21e-10 2207.06 2146.92
822 8.22e-10 2207.38 2143.41
823 8.23e-10 2209.25 2141.27
824 8.24e-10 2207.28 2141.15
825 8.25e-10 2205.91 2142.88
826 8.26e-10 2206.76 2142.94
827 8.27e-10 2207.94 2146.28
828 8.28e-10 2208.11 2146.19
829 8.29e-10 2208.27 2145.29
830 8.3e-10 2206.57 2142.93
831 8.31e-10 2206.22 2145.28
832 8.32e-10 2205.24 2145.22
833 8.33e-10 2205.23 2145.11
834 8.34e-10 2207.05 2143.05
835 8.35e-10 2206.7 2144.09
836 8.36e-10 2206.26 2145.06
837 8.37e-10 2205.38 2143.61
838 8.38e-10 2209.03 2144.42
839 8.39e-10 2207.43 2142.16
840 8.4e-10 2206.93 2145.72
841 8.41e-10 2207.07 2145.29
842 8.42e-10 2208.76 2145.89
843 8.43e-10 2209.24 2142.58
844 8.44e-10 2207.67 2143.03
845 8.45e-10 2207.72 2143.71
846 8.46e-10 2208.3 2145.8
847 8.47e-10 2207.46 2145.81
848 8.48e-10 2206.04 2144.92
849 8.49e-10 2206.12 2143.6
850 8.5e-10 2206.78 2144.86
851 8.51e-10 2208.2 2143.64
852 8.52e-10 2206.59 2145.23
853 8.53e-10 2204.62 2149.32
854 8.54e-10 2204.61 2150.81
855 8.55e-10 2201.67 2151.65
856 8.56e-10 2202.8 2150.11
857 8.57e-10 2203.12 2150.31
858 8.58e-10 2203.62 2153.21
859 8.59e-10 2204.06 2151.73
860 8.6e-10 2205.01 2148.74
861 8.61e-10 2204.69 2149.54
862 8.62e-10 2204.42 2149.11
863 8.63e-10 2205.28 2147.77
864 8.64e-10 2203.65 2148.23
865 8.65e-10 2206.92 2145.56
866 8.66e-10 2205.53 2146.5
867 8.67e-10 2204.79 2147.6
868 8.68e-10 2204.78 2146.93
869 8.69e-10 2203.94 2147.55
870 8.7e-10 2204.29 2147.92
871 8.71e-10 2204.25 2148.05
872 8.72e-10 2204.64 2148.54
873 8.73e-10 2206.49 2148.7
874 8.74e-10 2204.81 2146.67
875 8.75e-10 2205.32 2147.42
876 8.76e-10 2205.95 2146.18
877 8.77e-10 2205.72 2145.73
878 8.78e-10 2204.82 2148.03
879 8.79e-10 2204.4 2149.27
880 8.8e-10 2204.83 2149.21
881 8.81e-10 2203.88 2151.7
882 8.82e-10 2204.15 2150.23
883 8.83e-10 2203.44 2153.24
884 8.84e-10 2202.97 2150.17
885 8.85e-10 2201.69 2148.7
886 8.86e-10 2200.54 2152.99
887 8.87e-10 2200.18 2153.58
888 8.88e-10 2201.43 2153.79
889 8.89e-10 2202.62 2154.48
890 8.9e-10 2202.15 2154.21
891 8.91e-10 2203.01 2153.9
892 8.92e-10 2202.67 2154.91
893 8.93e-10 2202.15 2155.69
894 8.94e-10 2201.98 2154.12
895 8.95e-10 2202.38 2153.01
896 8.96e-10 2203.34 2153.11
897 8.97e-10 2205.17 2150.48
898 8.98e-10 2207.17 2148.66
899 8.99e-10 2206.69 2148.81
900 9e-10 2205.97 2146.95
901 9.01e-10 2206.01 2146.2
902 9.02e-10 2205.1 2147.14
903 9.03e-10 2206.01 2144.56
904 9.04e-10 2205.24 2148.18
905 9.05e-10 2205.17 2147.56
906 9.06e-10 2205.39 2146.43
907 9.07e-10 2207.62 2145.05
908 9.08e-10 2209.4 2143.89
909 9.09e-10 2207.46 2142.76
910 9.1e-10 2207.98 2143.75
911 9.11e-10 2205.82 2143.65
912 9.12e-10 2205.33 2144.71
913 9.13e-10 2205.07 2148.3
914 9.14e-10 2205.61 2151.59
915 9.15e-10 2206.59 2149.32
916 9.16e-10 2203.02 2150.32
917 9.17e-10 2201.99 2150.89
918 9.18e-10 2203.19 2150.51
919 9.19e-10 2204.77 2151.3
920 9.2e-10 2204.64 2151.6
921 9.21e-10 2203.92 2151.6
922 9.22e-10 2202.29 2153.49
923 9.23e-10 2200.83 2153.99
924 9.24e-10 2201.23 2153.31
925 9.25e-10 2200.34 2155.48
926 9.26e-10 2201.47 2154.28
927 9.27e-10 2201.24 2157.28
928 9.28e-10 2198.35 2158.13
929 9.29e-10 2200.8 2154.91
930 9.3e-10 2201.27 2153.95
931 9.31e-10 2202.6 2154.41
932 9.32e-10 2199.83 2153.62
933 9.33e-10 2199.8 2155.69
934 9.34e-10 2199.27 2158.38
935 9.35e-10 2199.46 2156.65
936 9.36e-10 2200.29 2157.74
937 9.37e-10 2199.54 2157.31
938 9.38e-10 2198.82 2155.42
939 9.39e-10 2198.69 2156.98
940 9.4e-10 2198.23 2157.22
941 9.41e-10 2198.77 2153.67
942 9.42e-10 2199.02 2157.33
943 9.43e-10 2199.06 2157.38
944 9.44e-10 2199.85 2154.6
945 9.45e-10 2198.32 2155.56
946 9.46e-10 2198.66 2155.27
947 9.47e-10 2200.25 2153.42
948 9.48e-10 2201.56 2154.63
949 9.49e-10 2201.83 2152.3
950 9.5e-10 2200.64 2153.65
951 9.51e-10 2200.69 2155.56
952 9.52e-10 2199.81 2156.47
953 9.53e-10 2198.99 2157.85
954 9.54e-10 2200.32 2156.88
955 9.55e-10 2198.51 2156.33
956 9.56e-10 2200.65 2153.68
957 9.57e-10 2198.69 2155.31
958 9.58e-10 2200.73 2157.97
959 9.59e-10 2200.48 2156.9
960 9.6e-10 2199.8 2156.99
961 9.61e-10 2201.62 2155.87
962 9.62e-10 2200.69 2155.68
963 9.63e-10 2202.44 2154.49
964 9.64e-10 2201.8 2152.47
965 9.65e-10 2199.3 2154.19
966 9.66e-10 2201.67 2153.38
967 9.67e-10 2203.56 2150.93
968 9.68e-10 2202.44 2152.77
969 9.69e-10 2200.19 2154.04
970 9.7e-10 2199.6 2155.5
971 9.71e-10 2201.43 2153.68
972 9.72e-10 2202.58 2151.06
973 9.73e-10 2203.83 2150.04
974 9.74e-10 2203.33 2150.83
975 9.75e-10 2201.02 2151.34
976 9.76e-10 2202.58 2152.99
977 9.77e-10 2202.35 2153.95
978 9.78e-10 2203.57 2155.7
979 9.79e-10 2201.79 2156.52
980 9.8e-10 2200.97 2156.91
981 9.81e-10 2199.43 2158.02
982 9.82e-10 2196.38 2156.7
983 9.83e-10 2199.39 2156.86
984 9.84e-10 2197.47 2157.36
985 9.85e-10 2199.73 2157.01
986 9.86e-10 2198 2157.01
987 9.87e-10 2199.51 2159.27
988 9.88e-10 2196.45 2158.09
989 9.89e-10 2196.7 2160.45
990 9.9e-10 2197.58 2157.32
991 9.91e-10 2197.6 2156.47
992 9.92e-10 2197.45 2158.33
993 9.93e-10 2198.79 2156.6
994 9.94e-10 2199.62 2155.18
995 9.95e-10 2199.1 2155.68
996 9.96e-10 2199.01 2158.01
997 9.97e-10 2198.75 2157.77
998 9.98e-10 2198.92 2154.78
999 9.99e-10 2198.89 2155.57
1000 1e-09 2200.54 2155.43
