timestep simtime Ttrans Trot
92310 9.2310000000000002281e-11 2568.6668124134798745 1670.2724640721539799
92320 9.2320000000000010519e-11 2568.5534986635298083 1670.6718851505058865
92330 9.2330000000000005831e-11 2568.5937143472701791 1670.7443420938875533
92340 9.2340000000000001144e-11 2568.5962402046898205 1670.8317815578025147
92350 9.2350000000000009381e-11 2568.4812823867400766 1670.8689031959884232
92360 9.2360000000000004694e-11 2568.0354625439499614 1670.9780318518646709
92370 9.2370000000000012931e-11 2568.1490964287399947 1671.4342821311813623
92380 9.2380000000000008243e-11 2568.1956085596798403 1671.3702029096746173
92390 9.2390000000000003556e-11 2567.9409070779602189 1671.5303220723726554
92400 9.2400000000000011793e-11 2568.0875275844300631 1671.4378424476085456
92410 9.2410000000000007106e-11 2567.8152390978998483 1671.6520934951136041
92420 9.2420000000000002418e-11 2567.8994753585798207 1671.6008702103135874
92430 9.2430000000000010656e-11 2567.791479163799977 1671.7065071423667177
92440 9.2440000000000005968e-11 2567.6820159649500965 1671.8138336449860617
92450 9.2450000000000001281e-11 2567.836667668409973 1671.6616227764195628
92460 9.2460000000000009518e-11 2567.5830892256799416 1671.7289816047900786
92470 9.2470000000000004831e-11 2567.8985423045000971 1671.6585990144428706
92480 9.2480000000000013068e-11 2567.8989208289999624 1671.6950806512538747
92490 9.2490000000000008381e-11 2567.9554778500100838 1671.70786942384143
92500 9.2500000000000003693e-11 2567.7519374439498279 1671.7472735379585629
92510 9.251000000000001193e-11 2567.5089984209298564 1671.7487434653739911
92520 9.2520000000000007243e-11 2568.1776418290100992 1671.4255326622981102
92530 9.2530000000000002556e-11 2567.8749199505800789 1671.5365731006279475
92540 9.2540000000000010793e-11 2567.8078189356801886 1671.5435664643650853
92550 9.2550000000000006105e-11 2568.1410667541199473 1671.3359673983979974
92560 9.2560000000000001418e-11 2568.2923594211902127 1671.1097663986652151
92570 9.2570000000000009655e-11 2568.4086737900997832 1670.9858978990794185
92580 9.2580000000000004968e-11 2568.3874605199498546 1671.0174344472268331
92590 9.2590000000000013205e-11 2568.3166355498101439 1670.9319663057674461
92600 9.2600000000000008518e-11 2568.5491757268100628 1670.8934500986129024
92610 9.261000000000000383e-11 2568.0445467064400873 1670.8786483993635557
92620 9.2620000000000012068e-11 2568.1418272482801513 1671.0101157350391077
92630 9.263000000000000738e-11 2567.9754785573200024 1671.0832697419609758
92640 9.2640000000000002693e-11 2568.2915918455701103 1671.1622197239687466
92650 9.265000000000001093e-11 2567.9323540404298001 1671.3822992329285171
92660 9.2660000000000006243e-11 2568.0508948463098022 1671.2558937959056493
92670 9.2670000000000001555e-11 2568.1084560922599849 1671.2123789955771826
92680 9.2680000000000009792e-11 2567.985852433529999 1671.3044505443681373
92690 9.2690000000000005105e-11 2567.8244762935701146 1671.5494836852071785
92700 9.2700000000000013342e-11 2567.9188599949598029 1671.5653010418830036
92710 9.2710000000000008655e-11 2567.911469650230174 1671.6649787221338102
92720 9.2720000000000003967e-11 2568.0826317424598528 1671.339008970201121
92730 9.2730000000000012205e-11 2568.0017932383198058 1671.3459324980440215
92740 9.2740000000000007517e-11 2567.922462696670209 1671.1233816624189785
92750 9.275000000000000283e-11 2568.031343098240086 1671.2420234602959681
92760 9.2760000000000011067e-11 2568.2240692608797872 1671.227518650296588
92770 9.277000000000000638e-11 2568.2532309208099832 1671.2489414500785188
92780 9.2780000000000001692e-11 2568.0863401850401715 1671.2053282656590909
92790 9.2790000000000009929e-11 2567.9365922377801326 1671.5924381931797598
92800 9.2800000000000005242e-11 2568.0775168305099214 1671.4710710043927975
92810 9.2810000000000013479e-11 2568.0816807934202188 1671.2835037924317021
92820 9.2820000000000008792e-11 2568.2051297163197887 1671.2810163597964674
92830 9.2830000000000004104e-11 2568.065162917339876 1671.1996966599665484
92840 9.2840000000000012342e-11 2567.9538043329398533 1671.5552136334347324
92850 9.2850000000000007654e-11 2568.3221355023902106 1671.1762256959773367
92860 9.2860000000000002967e-11 2568.075103241780198 1671.1499564070122688
92870 9.2870000000000011204e-11 2568.4681261352197907 1670.9413913819689697
92880 9.2880000000000006517e-11 2567.8930915699102115 1671.275065494549608
92890 9.2890000000000001829e-11 2568.2211233729999549 1671.1299099180876055
92900 9.2900000000000010067e-11 2568.2307918745600546 1671.2932701378688307
92910 9.2910000000000005379e-11 2568.2816246687398234 1671.1283378473845005
92920 9.2920000000000013616e-11 2568.2550608238498171 1671.1600738821312007
92930 9.2930000000000008929e-11 2568.047100556389978 1671.3102081076706327
92940 9.2940000000000004242e-11 2568.1732903554598124 1671.2771185740937199
92950 9.2950000000000012479e-11 2568.243997717070215 1671.285453629011954
92960 9.2960000000000007791e-11 2568.2058951363201231 1671.3344823843085578
92970 9.2970000000000003104e-11 2568.0347238507201837 1671.2718399835771379
92980 9.2980000000000011341e-11 2567.8254992767901967 1671.3493431131714715
92990 9.2990000000000006654e-11 2567.7392401804600013 1671.7029853956464649
93000 9.3000000000000001966e-11 2567.6514963276899834 1671.9239512859671777
93010 9.3010000000000010204e-11 2567.5670521780498348 1671.8903751796735833
93020 9.3020000000000005516e-11 2567.8661839819601482 1671.705920423731186
93030 9.3030000000000000829e-11 2568.0970837774598294 1671.6747494760281825
93040 9.3040000000000009066e-11 2567.8586424965101287 1671.6744652743052484
93050 9.3050000000000004379e-11 2567.7490864845399301 1671.630744807775045
93060 9.3060000000000012616e-11 2567.8232842345701101 1671.5383676970211582
93070 9.3070000000000007929e-11 2567.8627806868698826 1671.5453122937838089
93080 9.3080000000000003241e-11 2568.0370082030599406 1671.5654863294957977
93090 9.3090000000000011478e-11 2567.7056673569400118 1671.7068470172375783
93100 9.3100000000000006791e-11 2567.616774569250083 1671.6134596582553513
93110 9.3110000000000002104e-11 2567.9257369774099971 1671.7640533919723111
93120 9.3120000000000010341e-11 2567.7098377872998753 1671.7033609992324728
93130 9.3130000000000005653e-11 2567.5909798356101419 1671.9279693989162752
93140 9.3140000000000000966e-11 2567.6512373407599625 1671.7677053861818877
93150 9.3150000000000009203e-11 2567.7400372801098456 1671.7954867324178849
93160 9.3160000000000004516e-11 2567.6567888678700911 1671.6762936112120315
93170 9.3170000000000012753e-11 2567.4128535243498845 1672.0181992870770955
93180 9.3180000000000008066e-11 2567.6238176773899795 1671.6787426978446547
93190 9.3190000000000003378e-11 2567.9669237381199309 1671.5828728904996296
93200 9.3200000000000011616e-11 2568.0593432974801544 1671.544332541734093
93210 9.3210000000000006928e-11 2568.0589944185499007 1671.51503423617919
93220 9.3220000000000002241e-11 2567.6970384021901737 1671.8696559445966159
93230 9.3230000000000010478e-11 2567.5814305409298868 1671.9449601897472348
93240 9.3240000000000005791e-11 2567.9353602651699475 1671.8764853542595574
93250 9.3250000000000001103e-11 2567.7686412054599714 1671.7454904264484412
93260 9.326000000000000934e-11 2567.3744015135598602 1671.9601854826819363
93270 9.3270000000000004653e-11 2567.5720974474897957 1672.1713108845628994
93280 9.328000000000001289e-11 2567.5212889241802259 1672.2672493826796654
93290 9.3290000000000008203e-11 2567.1848051277997911 1672.4033856307332826
93300 9.3300000000000003515e-11 2567.515737612599878 1672.0903507180539691
93310 9.3310000000000011753e-11 2567.6718410624498574 1672.0133371894892207
93320 9.3320000000000007065e-11 2567.2854120841898293 1672.3384938716669694
93330 9.3330000000000002378e-11 2567.3721806107701013 1672.3240734848088778
93340 9.3340000000000010615e-11 2567.2368424839601175 1672.4031905820329484
93350 9.3350000000000005928e-11 2567.1307134162998409 1672.6389628669901413
93360 9.336000000000000124e-11 2567.3270209010102008 1672.7114923119318064
93370 9.3370000000000009478e-11 2567.0258017451701562 1672.779468180897311
93380 9.338000000000000479e-11 2567.03153788462987 1672.9200043990319955
93390 9.3390000000000013027e-11 2567.1386869477701111 1672.9056110561209607
93400 9.340000000000000834e-11 2567.0022657466897726 1672.7467232830822468
93410 9.3410000000000003653e-11 2567.006377777599937 1672.9787601480643389
93420 9.342000000000001189e-11 2567.182380371310046 1672.7009363798063077
93430 9.3430000000000007202e-11 2567.1301577419499154 1672.7671190116673188
93440 9.3440000000000002515e-11 2567.0369073310698695 1672.7306094031389421
93450 9.3450000000000010752e-11 2567.2314008936100436 1672.7042276653025965
93460 9.3460000000000006065e-11 2567.0942595759797769 1672.7817977836093633
93470 9.3470000000000001377e-11 2567.1237384192199897 1672.8361184881780446
93480 9.3480000000000009615e-11 2566.7634116001700022 1673.0628712460195402
93490 9.3490000000000004927e-11 2566.9863889563298471 1673.120005713478804
93500 9.3500000000000013165e-11 2566.7903188786399369 1673.0329219105849461
93510 9.3510000000000008477e-11 2567.1272186586002135 1672.9187314366577084
93520 9.352000000000000379e-11 2567.1026932532499814 1672.8551757766249466
93530 9.3530000000000012027e-11 2567.0209550414201658 1672.9560914075677829
93540 9.354000000000000734e-11 2567.1058586900498995 1672.8663603721349773
93550 9.3550000000000002652e-11 2566.9586962598900755 1672.8060325156393446
93560 9.3560000000000010889e-11 2567.1885815435698532 1672.6053477992786611
93570 9.3570000000000006202e-11 2567.2735126379798203 1672.5267341908029266
93580 9.3580000000000001515e-11 2567.191199718360167 1672.6425004528462068
93590 9.3590000000000009752e-11 2567.1021128545498868 1672.7861127954183758
93600 9.3600000000000005064e-11 2566.99201613032983 1673.1150176108271808
93610 9.3610000000000013302e-11 2567.0411022270100148 1673.0719123018877781
93620 9.3620000000000008614e-11 2566.9280881081899679 1673.0078103458718033
93630 9.3630000000000003927e-11 2566.9613717652500782 1673.025120632301423
93640 9.3640000000000012164e-11 2566.7297184222798023 1673.2994642142784869
93650 9.3650000000000007477e-11 2566.6827448422100133 1673.3485444993170859
93660 9.3660000000000002789e-11 2566.9209604391198809 1673.149390194331545
93670 9.3670000000000011027e-11 2566.8414725029201691 1673.1165875218539441
93680 9.3680000000000006339e-11 2566.4858529645998715 1673.3658288402616563
93690 9.3690000000000001652e-11 2566.4819857044499258 1673.7411324726447219
93700 9.3700000000000009889e-11 2566.4996821157101294 1673.7273963789384652
93710 9.3710000000000005202e-11 2566.3549820047901449 1673.5023066522355748
93720 9.3720000000000013439e-11 2566.0774891061200833 1673.6991936687143152
93730 9.3730000000000008751e-11 2566.5258136224802001 1673.7511731007500657
93740 9.3740000000000004064e-11 2566.3351166249599373 1673.6305546381954628
93750 9.3750000000000012301e-11 2566.5473633706401415 1673.5999894375127042
93760 9.3760000000000007614e-11 2566.341889646870186 1673.8011463930158698
93770 9.3770000000000002926e-11 2566.3873415435400602 1673.6711453007717409
93780 9.3780000000000011164e-11 2566.4558426808198419 1673.8270215596776325
93790 9.3790000000000006476e-11 2566.5432562977798625 1673.7786971866337353
93800 9.3800000000000001789e-11 2566.2806536525099546 1673.7976778366542021
93810 9.3810000000000010026e-11 2566.0232927495699187 1673.9554828908344462
93820 9.3820000000000005339e-11 2566.1211227789599434 1674.2009093384074276
93830 9.3830000000000013576e-11 2566.3475469957202222 1674.0827191711423438
93840 9.3840000000000008889e-11 2566.2377511863001018 1674.1030497830802233
93850 9.3850000000000004201e-11 2566.3104778472297767 1674.1492546180777481
93860 9.3860000000000012438e-11 2566.0383962737801085 1674.2775276452578055
93870 9.3870000000000007751e-11 2566.2286991996897996 1674.0789245360906534
93880 9.3880000000000003064e-11 2566.1179491466300533 1674.0871694045558797
93890 9.3890000000000011301e-11 2566.0727631513500455 1674.1712694642778843
93900 9.3900000000000006613e-11 2566.3534157217500251 1674.0208255319716955
93910 9.3910000000000001926e-11 2566.3123049491500751 1674.158028013552439
93920 9.3920000000000010163e-11 2566.0888487528400219 1674.2015594734359638
93930 9.3930000000000005476e-11 2566.2380718585300201 1674.0924981187199592
93940 9.3940000000000013713e-11 2566.066297943149948 1674.2566921501743309
93950 9.3950000000000009026e-11 2566.1356002957199962 1674.3097199090866525
93960 9.3960000000000004338e-11 2566.179647241260227 1674.2942133539013412
93970 9.3970000000000012576e-11 2566.1475628505600071 1674.3465267421970566
93980 9.3980000000000007888e-11 2565.916378622459888 1674.3863776295959269
93990 9.3990000000000003201e-11 2566.2524650076197759 1674.1366553657110217
94000 9.4000000000000011438e-11 2565.9819610678800927 1674.2042919421426177
94010 9.4010000000000006751e-11 2566.0257011972598775 1674.3849835751450428
94020 9.4020000000000002063e-11 2566.1776784771700477 1674.2814849886221964
94030 9.40300000000000103e-11 2565.7090500104200146 1674.8372265727691683
94040 9.4040000000000005613e-11 2565.489092394259842 1674.9488797399915256
94050 9.4050000000000000926e-11 2565.7534800544199243 1674.9031727092756228
94060 9.4060000000000009163e-11 2565.2956591737702183 1675.2018240694833366
94070 9.4070000000000004475e-11 2565.0978257734500403 1675.6763674174592325
94080 9.4080000000000012713e-11 2565.2536523826602206 1675.6166419130893246
94090 9.4090000000000008025e-11 2565.2916980354498264 1675.7035262584693101
94100 9.4100000000000003338e-11 2565.0942977855997924 1675.7514316031670205
94110 9.4110000000000011575e-11 2565.0550242036301825 1675.8793186408329348
94120 9.4120000000000006888e-11 2564.8853962493199106 1675.8585761174183517
94130 9.41300000000000022e-11 2565.0597921171997768 1676.0161017706739131
94140 9.4140000000000010437e-11 2565.0200491291498111 1675.9782472590991347
94150 9.415000000000000575e-11 2564.8593584432601347 1676.1412733722393114
94160 9.4160000000000001063e-11 2564.7638166052201996 1676.1671908151652133
94170 9.41700000000000093e-11 2564.8647413065100409 1675.9051750473365701
94180 9.4180000000000004613e-11 2564.8874361468501775 1676.0182392195727061
94190 9.419000000000001285e-11 2564.8166852924100567 1676.2190242012957242
94200 9.4200000000000008162e-11 2564.8521848864002095 1675.9068348889350091
94210 9.4210000000000003475e-11 2565.1084603013100605 1675.9284725794211681
94220 9.4220000000000011712e-11 2565.1680621776399676 1675.9412046713450763
94230 9.4230000000000007025e-11 2564.5634376247398905 1676.0720554368758712
94240 9.4240000000000002337e-11 2565.0170719423999799 1675.9675924213861435
94250 9.4250000000000010575e-11 2564.9216809111799193 1676.1048614303515478
94260 9.4260000000000005887e-11 2564.9733261123701595 1675.9029031572722488
94270 9.42700000000000012e-11 2565.0070113808901624 1676.0480265968765252
94280 9.4280000000000009437e-11 2564.8986435131200778 1675.9943920236526083
94290 9.429000000000000475e-11 2564.673642545310031 1676.3249176767189965
94300 9.4300000000000012987e-11 2564.943452268999863 1676.0803053309962252
94310 9.4310000000000008299e-11 2564.8155340981597874 1675.9356391362064187
94320 9.4320000000000003612e-11 2564.8460591945199667 1676.147913294017826
94330 9.4330000000000011849e-11 2564.5618451171199013 1676.3141549831393604
94340 9.4340000000000007162e-11 2564.8035867240100742 1676.1212641881118088
94350 9.4350000000000002474e-11 2564.7389704275801705 1676.3442596172526464
94360 9.4360000000000010712e-11 2564.8467318257398802 1676.276625017793549
94370 9.4370000000000006024e-11 2564.9422961350501282 1676.253391072704062
94380 9.4380000000000001337e-11 2564.7919392855401384 1676.2585337530351808
94390 9.4390000000000009574e-11 2564.7510086332199535 1676.4067481065937955
94400 9.4400000000000004887e-11 2564.6910795057101495 1676.2785370274066281
94410 9.4410000000000013124e-11 2564.2975919601999522 1676.4838123861991335
94420 9.4420000000000008437e-11 2564.5435016357600944 1676.6843077316880226
94430 9.4430000000000003749e-11 2564.612701948549784 1676.6184680415406092
94440 9.4440000000000011986e-11 2564.7265505004202168 1676.517286405015966
94450 9.4450000000000007299e-11 2564.5281979684700673 1676.5322615214070083
94460 9.4460000000000002612e-11 2564.7532356088299821 1676.5682360707533007
94470 9.4470000000000010849e-11 2564.4083122287602237 1676.6787256093621181
94480 9.4480000000000006161e-11 2564.3983334260701668 1676.6792894763977984
94490 9.4490000000000001474e-11 2564.6089043277697783 1676.7547686532157059
94500 9.4500000000000009711e-11 2564.3523199099900012 1676.6894117985020785
94510 9.4510000000000005024e-11 2564.5978365201399356 1676.6840883026141
94520 9.4520000000000013261e-11 2564.4821290596000836 1676.5899530589326787
94530 9.4530000000000008574e-11 2564.5378913352901691 1676.7417276779558506
94540 9.4540000000000003886e-11 2564.4717289387599521 1676.7460729728468323
94550 9.4550000000000012124e-11 2564.5433269526101867 1676.8897319431473534
94560 9.4560000000000007436e-11 2564.3827088395601095 1676.7045922087706913
94570 9.4570000000000002749e-11 2564.4812903562801694 1676.5790029925722138
94580 9.4580000000000010986e-11 2564.6061200399299196 1676.7385882754526847
94590 9.4590000000000006299e-11 2564.0536188604701238 1676.8209772551419974
94600 9.4600000000000001611e-11 2564.5921707992001757 1676.7847723605088959
94610 9.4610000000000009848e-11 2564.0925924473499435 1676.884321579609832
94620 9.4620000000000005161e-11 2563.9397440427901529 1677.0961616829333707
94630 9.4630000000000013398e-11 2564.038479347359953 1677.2789066202180948
94640 9.4640000000000008711e-11 2564.3055844251198323 1677.1429265080184905
94650 9.4650000000000004023e-11 2563.7372542915700251 1677.7658710250841523
94660 9.4660000000000012261e-11 2563.9871663503899981 1677.4544154762322705
94670 9.4670000000000007573e-11 2563.7645791965301214 1677.221854277770035
94680 9.4680000000000002886e-11 2564.3062109285201586 1677.150921119331997
94690 9.4690000000000011123e-11 2564.2254055707298903 1677.1529481753022992
94700 9.4700000000000006436e-11 2564.0106993495201095 1677.1090939201831134
94710 9.4710000000000001748e-11 2564.3076754650501243 1677.0729561693451615
94720 9.4720000000000009986e-11 2563.8404838809301509 1677.199429193603919
94730 9.4730000000000005298e-11 2563.9563842876400486 1677.5357616122025775
94740 9.4740000000000013535e-11 2563.6732978187501431 1677.4522803531724549
94750 9.4750000000000008848e-11 2564.2247809659002087 1677.3270012454072457
94760 9.4760000000000004161e-11 2564.2461825721998139 1677.2581885772647183
94770 9.4770000000000012398e-11 2564.2028699944098662 1677.2904050841184471
94780 9.478000000000000771e-11 2563.9136442527501458 1677.5452618056883693
94790 9.4790000000000003023e-11 2563.8448495911698046 1677.4296857972792623
94800 9.480000000000001126e-11 2563.5422466751101638 1677.755682290857294
94810 9.4810000000000006573e-11 2563.7810044709099202 1677.5588030093761063
94820 9.4820000000000001885e-11 2563.9391038610901887 1677.4163959958636951
94830 9.4830000000000010123e-11 2563.6789174076097879 1677.5551911131935867
94840 9.4840000000000005435e-11 2563.8620753461200366 1677.5004554752802051
94850 9.4850000000000013673e-11 2563.5076365750601326 1677.7499304926989225
94860 9.4860000000000008985e-11 2563.4691471954602093 1678.0739779249295225
94870 9.4870000000000004298e-11 2563.2195477147402016 1678.2550633320854558
94880 9.4880000000000012535e-11 2563.1432276118198388 1678.3503830975430446
94890 9.4890000000000007848e-11 2563.2219968797999172 1678.4001743828969211
94900 9.490000000000000316e-11 2563.2866074279299937 1678.7836771802790281
94910 9.4910000000000011397e-11 2563.1081438067499221 1678.8310166536014094
94920 9.492000000000000671e-11 2563.3137464932101466 1678.7185658584753583
94930 9.4930000000000002023e-11 2563.3870275753101851 1678.3724902468300115
94940 9.494000000000001026e-11 2563.272627676799857 1678.4997246681782599
94950 9.4950000000000005572e-11 2563.4593042927299393 1678.4413783554093698
94960 9.496000000000001381e-11 2563.3596464563102018 1678.4566405748316811
94970 9.4970000000000009122e-11 2563.4561418413300089 1678.2814907910067177
94980 9.4980000000000004435e-11 2563.4266048021399911 1678.3700077875168972
94990 9.4990000000000012672e-11 2563.4792316204698182 1678.4152487386916164
95000 9.5000000000000007985e-11 2563.3841269189201739 1678.4073461336186028
95010 9.5010000000000003297e-11 2563.3347325676700166 1678.1967686337734449
95020 9.5020000000000011535e-11 2563.3443095261900453 1678.4147206285824723
95030 9.5030000000000006847e-11 2563.4042411724599333 1678.4371164549393143
95040 9.504000000000000216e-11 2563.3799420645900682 1678.4021973811557018
95050 9.5050000000000010397e-11 2563.3111507391399755 1678.407979972430212
95060 9.506000000000000571e-11 2563.3615504460999546 1678.4153594452891411
95070 9.5070000000000001022e-11 2563.3213733369398142 1678.6163336754104876
95080 9.5080000000000009259e-11 2563.2259145770799478 1678.6155708800367847
95090 9.5090000000000004572e-11 2563.1925517561699053 1678.783891187428253
95100 9.5100000000000012809e-11 2563.0956319193301169 1678.9152249743876837
95110 9.5110000000000008122e-11 2563.0164987406101318 1678.9946358722161222
95120 9.5120000000000003434e-11 2562.5675342003401056 1679.1974615475494375
95130 9.5130000000000011672e-11 2562.6738409359099933 1679.4825947269109747
95140 9.5140000000000006984e-11 2562.4992520633900313 1679.7031088909982373
95150 9.5150000000000002297e-11 2562.6496218276101899 1679.6905419524196077
95160 9.5160000000000010534e-11 2562.0709179280797798 1679.8562370813854159
95170 9.5170000000000005847e-11 2562.2896989722398757 1680.1075089486796514
95180 9.5180000000000001159e-11 2562.3254582978001963 1680.0377423798663585
95190 9.5190000000000009397e-11 2562.3042142199501541 1679.9961475910974968
95200 9.5200000000000004709e-11 2562.4771958130500025 1679.791421269186003
95210 9.5210000000000012946e-11 2562.6029012938802225 1679.7693611013157806
95220 9.5220000000000008259e-11 2562.4307423684799687 1679.7106257412267496
95230 9.5230000000000003572e-11 2562.1827585977198396 1680.1152372997280509
95240 9.5240000000000011809e-11 2562.16815336216996 1680.0863712567952462
95250 9.5250000000000007121e-11 2561.914251449729818 1680.2631370714825607
95260 9.5260000000000002434e-11 2562.1391077215898804 1680.3075672275381294
95270 9.5270000000000010671e-11 2562.2011081153400482 1680.2576633209175725
95280 9.5280000000000005984e-11 2562.2211740640100288 1680.2379220003219871
95290 9.5290000000000001296e-11 2562.0444203054698846 1680.4028368151466566
95300 9.5300000000000009534e-11 2562.0201732374798667 1680.4600671414229964
95310 9.5310000000000004846e-11 2562.0109399946300073 1680.3518160538485517
95320 9.5320000000000013084e-11 2562.0112868363698908 1680.4184291217850387
95330 9.5330000000000008396e-11 2561.4144197287500901 1680.8997623640746042
95340 9.5340000000000003709e-11 2562.107616249450075 1680.0449272540115544
95350 9.5350000000000011946e-11 2562.3738396515900604 1680.0229626062937314
95360 9.5360000000000007259e-11 2561.8190063686502072 1680.3402930171694152
95370 9.5370000000000002571e-11 2561.8121297426600904 1680.4963062414842625
95380 9.5380000000000010808e-11 2561.8854307606598013 1680.5677942029592487
95390 9.5390000000000006121e-11 2561.7521114040800967 1680.6058263762818115
95400 9.5400000000000001434e-11 2561.7550535164800749 1680.741232479326527
95410 9.5410000000000009671e-11 2561.8693787892398177 1680.8129339267413798
95420 9.5420000000000004983e-11 2561.6573427347098004 1680.7511752650409562
95430 9.5430000000000013221e-11 2561.9035972495998976 1680.6827263766767828
95440 9.5440000000000008533e-11 2562.0060534708600244 1680.612944736246618
95450 9.5450000000000003846e-11 2561.8636852335598633 1680.6729735532690029
95460 9.5460000000000012083e-11 2561.8291157296498568 1680.4976973510549669
95470 9.5470000000000007396e-11 2561.6441218961899722 1681.0605876255683597
95480 9.5480000000000002708e-11 2561.4655947067699344 1681.1443659922106235
95490 9.5490000000000010946e-11 2561.9574452584502069 1680.4922708736303321
95500 9.5500000000000006258e-11 2562.1042834444701839 1680.1858848524088899
95510 9.5510000000000001571e-11 2561.9257824534101928 1680.4496429371495196
95520 9.5520000000000009808e-11 2561.904510188669974 1680.6701779971574524
95530 9.5530000000000005121e-11 2562.0263198482798543 1680.3702814479477183
95540 9.5540000000000013358e-11 2561.913286876660095 1680.6260140148608571
95550 9.555000000000000867e-11 2562.0032442176798213 1680.5452221752209425
95560 9.5560000000000003983e-11 2561.9791905251599928 1680.4532233528300367
95570 9.557000000000001222e-11 2562.1478294471999106 1680.4258804764749584
95580 9.5580000000000007533e-11 2562.1104243871900508 1680.3305698139954529
95590 9.5590000000000002845e-11 2561.7235631971898329 1680.589366434084468
95600 9.5600000000000011083e-11 2561.8549315747100081 1680.6898901718482193
95610 9.5610000000000006395e-11 2561.851237783830129 1680.8068389215754905
95620 9.5620000000000001708e-11 2561.7736519803697774 1680.9813694828583266
95630 9.5630000000000009945e-11 2561.489120304140215 1680.9880206509849359
95640 9.5640000000000005258e-11 2561.7322413394899741 1680.8758505419693847
95650 9.5650000000000013495e-11 2561.3237410282699784 1681.4182523455251612
95660 9.5660000000000008807e-11 2561.4209678669599271 1680.81016212184295
95670 9.567000000000000412e-11 2561.4183293857799981 1681.3090885493252244
95680 9.5680000000000012357e-11 2561.3864815256401926 1681.3713418310808265
95690 9.569000000000000767e-11 2561.5894199576400752 1681.0479911848517531
95700 9.5700000000000002982e-11 2561.5628566219897948 1681.0483501684288967
95710 9.571000000000001122e-11 2561.7668775119600468 1681.1029414867330161
95720 9.5720000000000006532e-11 2561.7148280313399482 1680.9700264297321155
95730 9.5730000000000001845e-11 2561.644813293919924 1681.2115861185716312
95740 9.5740000000000010082e-11 2561.6665315141199244 1681.0865696663277049
95750 9.5750000000000005395e-11 2561.5021883816198169 1680.8529759814916815
95760 9.5760000000000013632e-11 2561.3884683912801847 1681.1400301400612989
95770 9.5770000000000008945e-11 2561.4823954387297817 1681.3602076510233019
95780 9.5780000000000004257e-11 2561.244110620849824 1681.7090226522345802
95790 9.5790000000000012494e-11 2561.0420655053599148 1681.8474057265623287
95800 9.5800000000000007807e-11 2561.009995434710163 1681.9055856697286799
95810 9.581000000000000312e-11 2561.1326584818498304 1681.6195768060767932
95820 9.5820000000000011357e-11 2561.2286757175002094 1681.8195547200523379
95830 9.5830000000000006669e-11 2561.0545431266600644 1681.712085438409531
95840 9.5840000000000001982e-11 2560.8932557511898267 1681.8555618682651129
95850 9.5850000000000010219e-11 2561.1135439051199683 1681.9250899620901691
95860 9.5860000000000005532e-11 2561.1327631372801079 1681.9132425269999658
95870 9.5870000000000013769e-11 2560.8372739692099458 1682.1467604908712019
95880 9.5880000000000009082e-11 2560.465594183830035 1682.8525780951003981
95890 9.5890000000000004394e-11 2560.3280334035198393 1682.7164681983342689
95900 9.5900000000000012632e-11 2560.5898223296298966 1682.6214433655513858
95910 9.5910000000000007944e-11 2560.641418176659954 1682.7050384274216412
95920 9.5920000000000003257e-11 2560.646705802500037 1682.7050169186027233
95930 9.5930000000000011494e-11 2560.5406029492601192 1682.5644658259861899
95940 9.5940000000000006807e-11 2560.4333214533899081 1682.599755459932112
95950 9.5950000000000002119e-11 2560.569392636649809 1682.751897778622606
95960 9.5960000000000010356e-11 2560.2273729914900287 1683.0475673949142674
95970 9.5970000000000005669e-11 2560.2827425870900697 1683.2191246778852474
95980 9.5980000000000013906e-11 2560.330655622210088 1683.2512683761081007
95990 9.5990000000000009219e-11 2560.0463939841602041 1683.0680902629828779
96000 9.6000000000000004531e-11 2559.9303200452200144 1683.4871600753697294
96010 9.6010000000000012769e-11 2560.1392953221497919 1683.4854750939007317
96020 9.6020000000000008081e-11 2559.7664726337698085 1683.5560664773581721
96030 9.6030000000000003394e-11 2559.8663344647598024 1683.4990221114223914
96040 9.6040000000000011631e-11 2559.6735944552901856 1683.8274916997029322
96050 9.6050000000000006944e-11 2559.8411430985402149 1683.8001422114791694
96060 9.6060000000000002256e-11 2559.4838487818501562 1684.0253909833857051
96070 9.6070000000000010494e-11 2559.7306878471799791 1683.9189980831736193
96080 9.6080000000000005806e-11 2559.6049355686100171 1684.1416439488132255
96090 9.6090000000000001119e-11 2559.4155475693000881 1684.2567990081711287
96100 9.6100000000000009356e-11 2559.640457651270026 1684.1668833357337007
96110 9.6110000000000004669e-11 2559.6306530961201133 1683.874451665643619
96120 9.6120000000000012906e-11 2559.5861584534500253 1683.9625136037680022
96130 9.6130000000000008218e-11 2559.3764922166601536 1684.6100534404683913
96140 9.6140000000000003531e-11 2559.3778560733699123 1684.6413221566942866
96150 9.6150000000000011768e-11 2559.3273223230798976 1684.6505050385842424
96160 9.6160000000000007081e-11 2558.8636359791298673 1684.8044895810085109
96170 9.6170000000000002393e-11 2559.2252993878100824 1684.6565906358362099
96180 9.6180000000000010631e-11 2559.3068338129000949 1684.4532563884965839
96190 9.6190000000000005943e-11 2559.4596172632100206 1684.5421011627488497
96200 9.6200000000000001256e-11 2558.8069378285699713 1684.048455422304869
96210 9.6210000000000009493e-11 2559.1737465496198638 1684.8600259641307275
